word	count	sentence
soroban	1	There is a Chinese abacus and a Japanese one called a soroban.
sox	1	The Red Sox play baseball at Fenway Park.
spacex	1	A company called SpaceX is building a big rocket that could take people to Mars one day.
spanakopita	1	It is called spanakopita.
spaniards	1	The people of Spain are called Spaniards.
spaniels	1	Popular gun dogs are spaniels, golden retrievers, and labradors.
sparky	1	His name is Sparky.
spartans	1	He told his dad he wanted to be brave like the Spartans.
spasibo	1	She says "privet" for hello and "spasibo" for thank you.
spencer	1	A man named Percy Spencer found out about this when a candy bar in his pocket melted while he was working with radio waves.
sphagnum	1	Special moss called Sphagnum grows there.
spitfires	1	They also made airplanes called Spitfires for a big war.
spleens	1	Two spleens are fewer than one spleen.
spmi	1	Their home is called Spmi.
spoiled	1	Bad, rotten, and spoiled are all words for food that you cannot eat.
springfield	1	Dad asks, “Do you know the capital of our state?” I know the capital is Springfield.
sprinter	1	The best sprinter gets a green shirt, and the best rider in the mountains gets a polka dot shirt.
spruces	1	The trees are pines, spruces, and larches.
sputnik	1	The first satellite was Sputnik 1, sent up in 1957.
square's	1	The corner looked like a square's corner.
sssssss	1	It sounds like sssssss.
stamford	1	Singapore was started as a trading place by a man named Stamford Raffles.
starbucks	1	Big companies like Microsoft and Starbucks started there.
stella	1	The artist Frank Stella painted wide stripes.
steve	1	Later, some composers made music that repeats simple ideas over and over, like Steve Reich and Philip Glass.
stevie	1	Stevie Wonder is a famous blind person.
stika	1	The ones that believe in the Vedas are called stika, and the ones that do not are called nstika.
stoker	1	A man named Bram Stoker wrote the story.
stopwatch	1	He timed it with a stopwatch.
stovepipe	1	Abraham Lincoln wore a tall stovepipe hat.
stravinsky	1	Igor Stravinsky used old music with strange sounds.
streetcars	1	Old trams are called historic streetcars.
styx	1	The other moons are named Nix, Hydra, Kerberos, and Styx.
su	1	Her name is Su.
sudanese	1	People from Sudan are called Sudanese.
sudd	1	A long river called the White Nile runs through it and makes a huge wet, muddy place called the Sudd.
sufi	1	Sunni, Shia, and Sufi are parts of Islam.
sulu	1	The islands are in the middle of the sea, with the Philippine Sea on one side and the Sulu Sea on the other.
suluhu	1	The president is Samia Suluhu Hassan.
sumer's	1	Sumer's rivers are named Tigris and Euphrates.
sumerians	1	Well, we learn about the Sumerians.
sunderland	1	Long ago, people built many ships in places like Glasgow and Sunderland.
sungnyemun	1	Seoul also has old castles like Gyeongbokgung and a big door called Sungnyemun.
surreal	1	Surreal art shows funny and odd ideas from our minds.
surrealist	1	Surrealist artists painted dream-like pictures.
swiss	1	The Swiss Guards wear colorful uniforms and keep the Pope safe.
swum	1	Some people have swum across the channel, but now it is not allowed.
syndrome	1	Some disabilities are Down syndrome, autism, and not being able to learn as fast.
syracuse	1	The state has other cities like Buffalo, Rochester, Syracuse, and Albany.
syrian	1	There are different kinds of hamsters, like the Syrian hamster and the dwarf hamster.
sz	1	Then, practice saying 'köszönöm' for thank you.
ta	1	A long time ago, people called the Taíno lived there.
ta-gore	1	You say it as Ra-bin-dra-nath Ta-gore.
tabwemasana	1	The highest mountain is Mount Tabwemasana.
tack	1	First, learn some words like 'hej' and 'tack'.
tagus	1	Lisbon sits next to a big river called the Tagus River.
tahat	1	Algeria has mountains, and the highest one is Mount Tahat.
tahoe	1	The Great Lakes, Lake Tahoe, and Lake Baikal are all lakes.
taino	1	Long ago, the Taino people lived there.
tallahassee	1	The capital is Tallahassee.
tambourine	1	A tambourine jingles when you shake it.
tamils	1	There are also Tamils, who speak Tamil and are Hindu, and Moors, who are Muslim.
tampa	1	There are big cities like Miami, Orlando, and Tampa.
tamu	1	It is called Tamu Massif.
tanakh	1	It is also called the Tanakh.
tang's	1	I remember Tang's laugh.
tanzania's	1	Tanzania's flag has green, yellow, and black.
taoiseach	1	The head of the government is called the Taoiseach.
taoism's	1	Taoism's ideas are gentle.
tap-tap-tap	1	It goes tap-tap-tap.
tap-tap-tapping	1	You hear an engineer's hammer tap-tap-tapping on metal.
taquile	1	Taquile island is famous for weaving and knitting.
tarawa	1	The capital is called South Tarawa.
tarik	1	People eat spicy noodles called laksa and drink a sweet tea called teh tarik.
taronga	1	You can see animals at Taronga Zoo.
tartarus	1	Some of the Titans were sent to a dark, deep place called Tartarus.
tate	1	Some famous kickboxers are Benny Urquidez and Andrew Tate.
tatra	1	Slovakia has many mountains, especially the Tatra mountains with the highest peak called Gerlachov Peak.
taurus	1	It is part of a bigger picture in the sky called Taurus, the bull.
tavche	1	Last, you eat tasty food called tavche gravche.
taxation	1	They pay taxes but do not have a voting person in Congress, so their car license plates say 'Taxation Without Representation.'" The weather is hot and humid in summer, cool in winter, and mild in spring and fall.
taxi's	1	The taxi's light is on.
tea's	1	The tea's smell is nice.
teh	1	People eat spicy noodles called laksa and drink a sweet tea called teh tarik.
teide	1	Tenerife has a very tall mountain called Teide, which is a volcano that has not erupted for more than 300 years.
tel	1	Israel is a country, but Tel Aviv is a city.
telemachus	1	Odysseus and his son Telemachus chase the bad men away.
telescope's	1	The telescope's lens is very clear.
tenor	1	The highest voice is soprano, then alto, then tenor, then bass.
teresa	1	Mahatma Gandhi, Mother Teresa, and Martin Luther King Jr.
tereza	1	You can ride an old tram to a neighborhood called Santa Tereza.
thales	1	Some old Greek people, like Thales and Aristotle, were very interested in how things work.
theodore	1	Abraham Lincoln and Theodore Roosevelt are on Mount Rushmore.
theravada's	1	Theravada's teachings are very old.
thespis	1	The first actor we know about was a Greek man named Thespis, who lived a very long time ago.
thetis	1	His mother was a water fairy named Thetis.
thimphu	1	The capital city is Thimphu.
thing's	1	The tiny living thing's body is soft.
third-class	1	In a third-class lever, the push is in the middle, like a stapler.
thirty-first	1	A year ends on December thirty-first.
three-dollar	1	Is the three-dollar toy cheap?
three-horned	1	Its name means 'three-horned face' because it had three horns on its head.
three-leaf	1	I found a three-leaf clover.
thrower	1	The thrower tries to hit a wooden thing called a wicket.
thursdays	1	Tommy loves Thursdays because his mom makes pancakes.
tibetans	1	Most of the people are Han Chinese, but there are also Tibetans and other groups.
tic-tac-toe	1	She used it to make a game of tic-tac-toe.
tick-tick	1	The kitchen has a clock that makes a tick-tick sound.
tierra	1	It sits at the very bottom of South America, near a cold, windy place called Tierra del Fuego.
tigre	1	They speak different languages like Tigrinya and Tigre.
tijuca	1	A big forest called Tijuca National Park is inside the city.
tim's	1	Tim's mom also said thank you.
titania	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.
toad's	1	A toad's back can be bumpy too.
toilet's	1	The toilet's seat is up.
tojas	1	The highest hill is Aukštojas.
tokyo's	1	Tokyo's trains are fast.
tolkien	1	Tolkien used runes in his books about hobbits and elves.
tolstoy's	1	This book is Leo Tolstoy's story.
top-loading	1	A top-loading machine opens at the top.
tore	1	The dog tore a page out.
torricelli	1	The first barometer was made a long time ago by a man named Torricelli.
tosh	1	Other singers are Peter Tosh, Jimmy Cliff, and Ziggy Marley.
totem	1	A totem pole is a big wood carving outside.
toubkal	1	The highest mountain in the Atlas is called Toubkal.
touch-passing	1	That is how it moves, called touch-passing.
toy-add	1	The toy-add game is easy.
toyco	1	Okay, I will remember ToyCo.
toyotomi	1	A man named Toyotomi Hideyoshi built a big castle there.
trac	1	Long ago, two sisters named Trung Trac and Trung Nhi led a fight to chase away the Chinese ruler.
transylvania	1	In the story, a man named Jonathan Harker goes to a faraway place called Transylvania to meet a rich man named Dracula.
trdeln	1	Last, you eat a sweet pastry called trdelník.
tricep	1	I can name three big muscles: the bicep, the tricep, and the quadricep.
trike	1	A bike and a trike both have wheels and a seat.
trillium	1	The bird of Ontario is the loon, and the flower is the trillium, which has three petals and is usually white.
trimbakeshwar	1	The river starts in a place called Trimbakeshwar and flows all the way to the sea.
tripura	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.
trojan	1	He fought in a big war called the Trojan War.
trolleybuses	1	Buses, trains, trams, and trolleybuses are types of public transport.
troubadours	1	Some musicians called troubadours traveled around singing and playing.
try-before-you-buy	1	The try-before-you-buy toy is fun.
tsukuyomi	1	Amaterasu is the sister of Susanoo, the god of the sea and storms, and Tsukuyomi, the god of the moon.
tswana	1	They speak different languages like Tswana, Ndebele, Afrikaans, and English.
tuareg	1	People from different groups live there, like the Songhay and Tuareg.
tuataras	1	I saw two tuataras at the zoo.
tucking	1	Sometimes people do a forward roll on a soft mat, tucking their head and rolling like a ball.
tumon	1	The island has a city called Hagta and a busy beach called Tumon Bay.
tunde	1	A boy named Tunde lives in Lagos, a big city in Nigeria.
tunics	1	They wore long clothes called tunics and togas.
tunisian	1	Many people live in Tunisia and speak a language called Tunisian Arabic.
turbine's	1	A wind turbine's blades spin to make energy.
turbo	1	Some have a part called a turbo that spins fast and pushes in more air.
turbot	1	Some flatfish are called flounder, sole, turbot, plaice, and halibut.
turk	1	A Greek and a Turk are neighbors in their countries.
turmeric	1	A yellow spice called turmeric can stain my hand.
turner	1	Art lovers see a Rembrandt, a Picasso, and a Turner in a museum.
tuscarora	1	Later, the Tuscarora tribe joined, so they became known as the Six Nations.
tutan	1	If you plant a tutan seed in the dirt, it will grow into a small bush.
tutankhamun	1	Some famous pharaohs were King Tutankhamun, whose tomb was found in 1922, and Cleopatra, who was a queen of Egypt.
tutankhamun's	1	There is also a museum in Cairo that holds old treasures from the time of the pharaohs, including things from King Tutankhamun's tomb.
tweezers	1	You hold both sticks in one hand and move them like tweezers to grab food.
twenty's	1	This is twenty's place on the number line.
twenty-dollar	1	The twenty-dollar bill is green.
twenty-nine	1	It comes after twenty-nine and before thirty-one.
twenty-one	1	It comes after nineteen and before twenty-one.
twista	1	The fastest rapper is Twista, who can say many words very quickly.
two-by-four	1	A common piece is called a two-by-four.
two-mile	1	We took a two-mile walk by the river.
u-shaped	1	Valleys can be V-shaped or U-shaped.
ultramarine	1	A blue powder called ultramarine comes from nature.
ultraviolet	1	Other animals, like bees, can see colors that people cannot see, like ultraviolet light.
umaga	1	First, you say 'Magandang umaga' in Tagalog.
umbrella's	1	The umbrella's cloth is blue.
umbriel	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.
universe's	1	The universe's size is very big.
up-to-date	1	Yes, modern means new and up-to-date.
uprising	1	Many people visit the Museum of the Warsaw Uprising.
ur	1	Long ago, people there started the first cities, like Babylon and Ur.
uralsk	1	Big cities like Orsk and Uralsk are on this river.
uranus's	1	Uranus's rings are dark.
urimal	1	In South Korea, people call it "hangukmal" or "hangugeo." In North Korea, they call it "choseonmal" or "choseoneo.Koreans also call their language 'urimal,' which means 'our language.'" Korean has its own special alphabet called Hangul.
urquidez	1	Some famous kickboxers are Benny Urquidez and Andrew Tate.
uruguay's	1	The most popular sport is football, and Uruguay's team has won the World Cup two times.
uruk	1	The city of Uruk was her special home.
usd	1	People also call it USD.
usher	1	Many famous singers like Beyoncé and Usher sing rhythm and blues.
utc	1	The main time zone is called UTC.
v-shaped	1	Valleys can be V-shaped or U-shaped.
vacuum's	1	The vacuum's bag is full of dust.
vah	1	The big rivers are the Danube, Vah, and Hron.
vaisakhi	1	They also celebrate a festival called Vaisakhi.
valles	1	Mars has a big canyon called Valles Marineris.
valpara	1	Many people live in the middle part, near the cities of Santiago and Valparaíso.
vanakkam	1	First, learn a few words like 'vanakkam' for hello.
vantaa	1	There is also an airport in a nearby town called Vantaa.
vanua	1	It has 322 islands, and the biggest ones are Vanua Levu and Viti Levu.
var	1	Simón Bolívar helped the country become free.
variable's	1	The variable's value is 10.
vase's	1	The vase's color is blue.
vegas	1	It makes a lot of money from gambling, even more than Las Vegas.
vegetable's	1	The vegetable's leaf is big.
veggie	1	A salad, a fruit bowl, and a veggie plate are all cold dishes.
vella	1	The capital city is Andorra la Vella.
vellum	1	The best kind of animal skin paper is called vellum.
vena	1	The biggest vein in your body is called the vena cava.
venetia	1	A girl named Venetia gave Pluto its name.
vernon	1	Another famous pair was Vernon and Irene Castle.
verona	1	The story takes place in a city far away called Verona.
victory	1	There are famous statues like the Winged Victory of Samothrace.
vientiane	1	The capital city is Vientiane.
vieques	1	The main island is big, and there are also smaller islands like Vieques and Culebra.
vila	1	The capital city is Port Vila.
viol	1	They used new instruments like the lute and viol.
viola's	1	The viola's sound is darker and more mellow.
virgil	1	Many people wrote stories about him, like Virgil and Shakespeare.
virgin	1	They call her the Blessed Virgin Mary.
virus's	1	The virus's spikes help it stick to you.
visigoths	1	A long time ago, different groups of people lived there, like the Romans and the Visigoths.
vivid	1	Every year there is Vivid Sydney with pretty lights.
vixen	1	A mother fox is called a vixen.
vladimir	1	The current president is Vladimir Putin.
vltava	1	The city has a river called the Vltava that flows through it.
volcano's	1	The volcano's top is a hole.
voltaire	1	Smart people like Voltaire and Rousseau lived during the age of enlightenment.
wabash	1	Many other rivers, like the Wabash and Tennessee, flow into the Ohio River.
wada	1	First, you go to the Shaniwar Wada fort.
wafer	1	A silicon wafer is a thin round slice.
wai	1	Some people call it Te Wai Pounamu.
walkers	1	Drivers and walkers use navigation to go somewhere.
wall's	1	The wall's color is nice.
walter	1	It is a short way to say Walter.
war's	1	The war's horses needed water.
warren	1	A group of rabbits living together is called a warren.
wasser	1	Then, you see similar words in German like 'Haus' and 'Wasser'.
wassup	1	It can be a short way to say something, like saying 'wassup' instead of 'how are you'.
waterway	1	The Bosporus is a waterway in Istanbul.
watt	1	One watt is one unit of energy used each second.
wattle	1	The national flower is the golden wattle.
watts	1	Power is measured in watts.
wave's	1	That wave's sound is scary.
waw-tah	1	She says "water" like "waw-tah" and her friends think it sounds pretty.
weather's	1	The weather's effect on plants is big.
webb	1	Now a new telescope called James Webb takes even better pictures.
webpages	1	The World Wide Web is a part of the Internet where you can look at websites and webpages.
website's	1	Look at the website's big red button.
wei	1	Badminton player Lee Chong Wei and squash player Nicol David are famous athletes from Malaysia.
welding	1	Today, most things are built with welding or strong bolts.
wesley	1	Protestantism is to Martin Luther as Methodism is to John Wesley.
western's	1	The western's hero wears a white hat.
whale's	1	A puppy's birth is small, but a whale's birth is big.
what's	1	What's up?
wheat's	1	This is the wheat's stem.
wheee	1	He shouts Wheee when he goes down the slide.
whine	1	Yes, a dog can bark and whine, which are different sounds.
whines	1	My dog goes to its empty bowl and whines.
whip's	1	The whip's handle is smooth.
whirr-whirr	1	The machine went whirr-whirr as she pushed the fabric through.
whiskey	1	Some grown-ups make a strong drink from it called whiskey.
whisky	1	Peat is used to make Scotch whisky taste smoky.
white-and-black	1	A white-and-black bird sings.
white-blue	1	It looks like a tiny, shiny dot of white-blue light.
white-gray	1	Silver is a shiny, white-gray metal.
whiteboards	1	Our class has two whiteboards.
whitehead	1	A man named Robert Whitehead made the first torpedo a long time ago.
whiteout	1	A whiteout is a very dangerous blizzard where the sky and ground look the same.
whites	1	Sometimes malaria turns the whites of eyes a bit yellow.
whitewashed	1	The station has a wall that is bumpy and whitewashed.
whitewater	1	The water splashes and looks white, so people also call it whitewater.
whitish	1	The shoebill is mostly gray with a whitish belly.
whoop	1	Next, it makes a loud whoop sound.
wicasa	1	A Sioux boy named Wicasa lived with his family near a big river.
widths	1	Yarn comes in many colors and widths.
wilan	1	Another is a palace in Wilanów where a king once lived.
wilhelm	1	Two brothers named Jacob and Wilhelm Grimm wrote it.
willie	1	Some famous salsa singers are Celia Cruz and Willie Colón.
wimbledon	1	There are big tournaments like Wimbledon and the U.S.
windermere	1	There are big lakes like Windermere and small ones called tarns.
windhoek	1	The capital city is Windhoek.
window's	1	The window's glass is clean.
windsor	1	The city is next to Canada, and the border between Detroit and Windsor is one of the busiest in the world.
winfrey	1	A famous one is the show with Oprah Winfrey, where she talked to many different people.
winged	1	There are famous statues like the Winged Victory of Samothrace.
winner's	1	Today, you can see gold in a jewelry shop or on a winner's medal at a race.
winston	1	Adolf Hitler and Winston Churchill were both men who led their nations during World War II.
woda	1	Which word comes from Latin: 'aqua' or 'woda'?
wollstonecraft's	1	This is Mary Wollstonecraft's desk.
wolof	1	Some people also speak other languages like Wolof and Pulaar.
women's	1	Long ago, people said sirens looked like birds with women's heads.
wood's	1	The wood's smell is like a tree.
wooded	1	The name comes from a word that means "chain of wooded mountains." Many different countries are in the Balkans, like Bulgaria, Greece, and Serbia.
woolly's	1	Ben brushes Woolly's thick wool with a big comb.
worm's	1	So the worm's length helps it find a good hiding spot.
wrapped-up	1	Osiris looks like a wrapped-up mummy with green skin.
wrestlemania	1	Every year, there is a very big wrestling show called WrestleMania.
wushu	1	People also call them kung-fu or wushu.
www	1	The address often starts with 'www' and ends with something like '.com' or '.org'.
wyatt	1	One famous cowboy is called Wyatt Earp.
wyoming	1	The park is in Wyoming, Montana, and Idaho.
x's	1	She filled the grid with X's and O's.
xerxes	1	Cyrus the Great, King Darius, and King Xerxes were old kings.
xi'an	1	They were put under the ground near a city called Xi'an.
xin	1	First, learn simple words like "xin chào" for hello.
xiv	1	A long time ago, a king named Louis XIV lived there with his family.
y-a-n-g-t-z-e	1	Y-A-N-G-T-Z-E.
y-shaped	1	It has a Y-shaped stick and a stretchy rubber band.
yaga's	1	If you go into the dark woods, you might find Baba Yaga's hut.
yahtzee	1	People use dice in games like Monopoly and Yahtzee.
yalu	1	Other rivers like the Yalu and Han also flow into it.
yamoussoukro	1	The capital city is Yamoussoukro.
yangon	1	The biggest city is Yangon.
yangtze's	1	The Yangtze's water is fresh.
yard's	1	The yard's gate is open.
yassas	1	She said "Yassas" to her friend at school.
yazidis	1	Some people called Yazidis also live there.
yenisei	1	The Yenisei river splits Siberia into two parts: east and west.
yggdrasil	1	She learned about a big tree called Yggdrasil that holds up the sky.
ying	1	A long time ago, a boy named Ying Zheng lived in a big house.
yoweri	1	The president is a man named Yoweri.
yu	1	Taiwan has tall mountains, and the highest one is called Yu Shan.
yum	1	Yum!
zante	1	Many pretty islands sit in it, like Corfu and Zante.
zealand's	1	The Māori are a big part of New Zealand's culture.
zest	1	Tang and zest both mean a strong, bright taste.
zeus's	1	Athena was born from Zeus's head, already grown up and wearing armor.
ziggy	1	Other singers are Peter Tosh, Jimmy Cliff, and Ziggy Marley.
zoe	1	A zebra named Zoe lived on a sunny grassland.
