word	count	sentence	rewritten
shimin	1	Wu Zetian, Li Shimin, and Gaozu are rulers of the Tang dynasty.	
shins	1	I have two shins on my legs.	I have two front parts of my lower legs.
shiraz	1	I want to visit the beautiful city of Shiraz.	
shirt's	1	The shirt's color is blue.	
shivaji	1	A long time ago, a famous king named Shivaji Maharaj lived there.	
shkhara	1	The highest mountain is Mount Shkhara.	
shona	1	The people speak many languages, like Shona and Ndebele.	
shop's	1	The shop's window is big.	
short-sleeved	1	A short-sleeved shirt is good for a hot day.	A shirt with short arms is good for a hot day.
shower's	1	The shower's water is warm.	
showering	1	Swimming, bathing, and showering use water.	Swimming, taking a bath, and taking a shower use water.
shrimp's	1	A shrimp's heart is inside its head.	
shrimps	1	They are cousins of shrimps and crabs.	They are cousins of small sea animals and crabs.
shukriya	1	In the Hindustani language, you say 'shukriya' for thank you.	
siachen	1	Some of the glaciers are very long, like the Siachen Glacier.	
siberian	1	Some people who live there are called Siberian people.	Some people who live there are called people from a cold place.
siddhartha	1	It comes from a man named Siddhartha Gautama, who is called the Buddha." The Buddha taught people how to be happy and stop feeling sad.	
side's	1	The team that makes the ball touch the other side's sand wins a point.	
sidecar	1	Some motorcycles have a sidecar for an extra person.	Some motorcycles have a little seat on the side for an extra person.
sightseeing	1	They might go sightseeing, camping, or stay at a resort.	They might go looking at new places, camping, or stay at a hotel.
sikkim	1	Sometimes Sikkim is also counted.	
silver-white	1	It is a soft, silver-white metal that feels heavy.	It is a soft, white shiny metal that feels heavy.
sim	1	Simón Bolívar helped the country become free.	
simba	1	In Swahili, 'simba' means lion.	
simbel	1	You can see his statue in Egypt, at Abu Simbel.	
similarity	1	Difference and similarity tell us how things are not alike or alike.	Difference and sameness tell us how things are not alike or alike.
simon	1	A man named Simon Marius found it a long time ago.	
simpson	1	If Homer Simpson eats too many donuts, he gets a big belly.	
sinbad	1	One famous story is about a man named Sinbad who goes on many adventures on a ship.	
sine	1	A logarithm, a sine, and a cosine are all math things.	
sinensis	1	The leaves come from a plant called Camellia sinensis.	
singapore's	1	Singapore's buildings are so tall and bright.	
single-color	1	A laser is a machine that makes a very strong, single-color beam of light.	A laser is a machine that makes a very strong, one-color beam of light.
sinhalese	1	The people are mostly Sinhalese, who speak Sinhala and are Buddhist.	
sipho	1	A little Zulu boy named Sipho danced with his family.	
sistine	1	The most famous painted ceiling is in a big church called the Sistine Chapel.	
sit-ups	1	Push-ups, sit-ups, and jumping are exercises you can do without toys.	
sitcom	1	It is also called a sitcom.	It is also called a funny TV show.
sitcoms	1	Today, comedy shows on TV are called sitcoms.	Today, funny shows on TV are called sitcoms.
sixty-one	1	It comes after fifty-nine and before sixty-one.	
skank	1	The guitar plays a sound called a "skank" on the off-beat.	The guitar plays a sound called a 'chank' on the off-beat.
skateboards	1	People use wheels on many things like carts, wheelchairs, and skateboards.	People use wheels on many things like carts, wheelchairs, and boards with wheels.
skated	1	Long ago, people in the Netherlands skated on frozen canals to visit other villages.	Long ago, people in the Netherlands slid on ice on frozen canals to visit other villages.
skeletal	1	Those are called skeletal muscles.	Those are called muscles that move your bones.
skeptics	1	People who are skeptics ask lots of questions.	People who ask lots of questions are called doubters.
skirmish	1	A small battle is called a skirmish.	A small fight is called a skirmish.
skylab	1	Other space stations were Skylab and Mir.	
skylight	1	A window and a skylight are both made of glass and let in light.	A window and a window on the roof are both made of glass and let in light.
skyline	1	The skyline of Hong Kong is very pretty.	The line of tall buildings in Hong Kong is very pretty.
slab	1	Last, the concrete hardens into a strong slab.	Last, the hard gray stuff turns into a strong flat piece.
slams	1	You might hear it when a door slams shut or when a balloon pops.	You might hear it when a door shuts hard or when a balloon pops.
slaps	1	Then, it slaps the water to stun the fish.	Then, it hits the water to stun the fish.
slapstick	1	One funny type is slapstick, where people trip or fall on purpose.	One funny type is silly falling, where people trip or fall on purpose.
slav	1	She pretended to be a slav girl in her own backyard.	She pretended to be a girl from a faraway land in her own backyard.
sleeveless	1	A shirt without sleeves is called sleeveless.	
sleipnir	1	Odin rides a horse with eight legs called Sleipnir.	
slide's	1	Look at the slide's legs.	
slinger	1	A good slinger could hit a small target from far away.	A good thrower with a sling could hit a small target from far away.
slinky	1	It looks like a curly snake or a slinky toy.	It looks like a curly snake or a springy toy.
sloping	1	You can find it on a playground slide, a sloping road, or a ramp for a wheelchair.	You can find it on a playground slide, a road that goes down, or a ramp for a wheelchair.
slosh	1	I shake the medicine bottle and hear a slosh sound.	I shake the medicine bottle and hear a splash sound.
slouch	1	If you sit on the floor and slouch, your spine bends too much.	If you sit on the floor and bend your back too much, your spine bends too much.
slovaks	1	Some Slavs are called Russians, Poles, Ukrainians, Czechs, Slovaks, and many other names.	
slow-motion	1	It moves very, very slowly, sliding downhill like a slow-motion river.	It moves very, very slowly, sliding downhill like a very slow river.
slump	1	Tired shoulders slump down and forward.	Tired shoulders drop down and forward.
slurps	1	He slurps them up and laughs.	He drinks them up with a loud sound and laughs.
slushy	1	The snowy street gets slushy when cars drive on it.	The snowy street gets wet and messy when cars drive on it.
smack	1	It can be a soft tap or a hard smack.	It can be a soft tap or a hard hit.
smartwatch	1	The smartwatch feels light on my hand.	The watch that can do many things feels light on my hand.
smartwatches	1	There are also smartwatches that can do things like a phone.	There are also watches that can do things like a phone.
smelt	1	Long ago, people learned to smelt and made tools and swords.	Long ago, people learned to melt rock to get metal and made tools and swords.
smiljan	1	He was born in a place called Smiljan.	
smocks	1	Aprons and smocks are clothes that keep you clean.	Aprons and loose shirts are clothes that keep you clean.
smokestack	1	A steam engine has a big smokestack.	A steam engine has a big pipe for smoke.
smoothed	1	She pulled the blanket up high and smoothed it with her hands.	She pulled the blanket up high and made it flat with her hands.
smudged	1	The text on the wet paper is smudged and hard to read.	The writing on the wet paper is messy and hard to read.
sn	1	It's called SN 1987A.	
snail's	1	Some mollusca shells are round like a snail's.	Some mollusca shells are round like a snail's shell.
snail-shaped	1	Tiny bones behind the eardrum pass the shake to a snail-shaped part deep inside.	Tiny bones behind the eardrum pass the shake to a part deep inside that looks like a snail.
snailfish	1	Scientists keep finding new kinds of deep-sea fish, like the Mariana snailfish.	
sneezy	1	Some people get sneezy because of tiny bits from plants called pollen.	
sniffled	1	Another tear came, and she sniffled softly.	Another tear came, and she sniffed softly.
snipped	1	She held them carefully and snipped along the dotted line.	She held them carefully and cut along the dotted line.
snoop	1	Many singers use short, fun names like Snoop Dogg or Eminem.	
snoring	1	Last, you stop snoring and sleep quietly.	Last, you stop making loud sounds when you sleep and sleep quietly.
snorting	1	It made a loud snorting sound.	It made a loud sound like a pig.
snow's	1	The snow's color is white.	The color of the snow is white.
snowboarders	1	Some snowboarders like to jump over bumps and do tricks.	Some people who ride on snow like to jump over bumps and do tricks.
snowdon	1	Wales has high mountains, like Snowdon, which is the tallest.	
snowed	1	I was happy that it snowed so much.	I was happy that so much snow fell.
snowman's	1	The snowman's body is solid and round.	The snowman's body is hard and round.
snowplow	1	A plow is for soil, but a snowplow is for snow.	A plow is for soil, but a snow plow is for snow.
snowy's	1	Every day she brushed Snowy's soft mane.	
snuck	1	He snuck up behind his dad and said "Boo!" His dad jumped and laughed.	He came up quietly behind his dad and said "Boo!" His dad jumped and laughed.
sobek	1	Horus was a good friend of Sobek, another god.	
sobers	1	Cricket is the national sport, and famous players like Sir Garfield Sobers come from there.	
soldier's	1	You might see one on a soldier's jacket or around the neck of a winner at a race.	
solovetsky	1	The White Sea has many small islands, and the biggest group is called the Solovetsky Islands.	
somalis	1	People from Somalia are called Somalis.	
something-box	1	A something-box is a box with something in it.	
sonars	1	Two sonars are more than one.	
songhay	1	People from different groups live there, like the Songhay and Tuareg.	
soprano	1	The highest voice is soprano, then alto, then tenor, then bass.	The highest voice is the high voice, then the middle voice, then the low voice, then the very low voice.
soroban	1	There is a Chinese abacus and a Japanese one called a soroban.	
sorrel	1	It is a cousin of rhubarb and sorrel.	It is a cousin of rhubarb and a sour green plant.
sourdough	1	Sourdough bread tastes a little sour.	Bread that tastes a little sour is called sourdough.
south-east	1	It is in the south-east part of Africa.	It is in the bottom right part of Africa.
sox	1	The Red Sox play baseball at Fenway Park.	
spa	1	Towns that grow near these springs are called spa towns.	Towns that grow near these springs are called water towns.
spacex	1	A company called SpaceX is building a big rocket that could take people to Mars one day.	
spanakopita	1	It is called spanakopita.	
spaniards	1	The people of Spain are called Spaniards.	
spaniels	1	Popular gun dogs are spaniels, golden retrievers, and labradors.	
sparky	1	His name is Sparky.	
spartans	1	He told his dad he wanted to be brave like the Spartans.	
spasibo	1	She says "privet" for hello and "spasibo" for thank you.	
spatulas	1	Well, we use silicon in many things like spatulas.	Well, we use silicon in many things like flat kitchen tools.
spencer	1	A man named Percy Spencer found out about this when a candy bar in his pocket melted while he was working with radio waves.	
sphagnum	1	Special moss called Sphagnum grows there.	
spiderlings	1	Baby spiders are called spiderlings.	Baby spiders are called spider babies.
spies	1	They felt like spies with their secret messages.	They felt like secret watchers with their secret messages.
spiny-tailed	1	Some animals live there, like gazelles, antelopes, sand cats, and spiny-tailed lizards.	Some animals live there, like gazelles, antelopes, sand cats, and lizards with spiny tails.
spirals	1	They come in different shapes: some are round like balls, some are long like rods, and some are twisty like spirals.	They come in different shapes: some are round like balls, some are long like rods, and some are twisty like curls.
spires	1	Two cathedrals have tall spires.	Two big churches have tall pointed tops.
spiritual	1	You can feel spiritual when you are quiet and think about things that are bigger than you.	You can feel close to something bigger when you are quiet and think about things that are bigger than you.
spitfires	1	They also made airplanes called Spitfires for a big war.	
spits	1	He works in a hot shop under a mountain that sometimes spits fire.	He works in a hot shop under a mountain that sometimes throws out fire.
spitting	1	It likes to be with other llamas and can make a funny spitting sound when it is upset.	It likes to be with other llamas and can make a funny sound like spitting when it is upset.
spleens	1	Two spleens are fewer than one spleen.	
spmi	1	Their home is called Spmi.	
spoiled	1	Bad, rotten, and spoiled are all words for food that you cannot eat.	
spore	1	First, a tiny kelp spore sticks to a rock.	First, a tiny kelp seed sticks to a rock.
spout	1	Steam comes from the spout of the tea pot.	Steam comes from the opening of the tea pot.
spreader	1	We need a fertilizer spreader for the garden.	We need a tool to spread plant food for the garden.
springfield	1	Dad asks, “Do you know the capital of our state?” I know the capital is Springfield.	
sprint	1	Cardiovascular endurance is when your heart works well for a long time, but a short sprint is a quick run.	Cardiovascular endurance is when your heart works well for a long time, but a short fast run is a quick run.
sprinter	1	The best sprinter gets a green shirt, and the best rider in the mountains gets a polka dot shirt.	The best fast runner gets a green shirt, and the best rider in the mountains gets a polka dot shirt.
spruces	1	The trees are pines, spruces, and larches.	
sputnik	1	The first satellite was Sputnik 1, sent up in 1957.	
squadrons	1	They live in groups called squadrons, with six to nine animals in each group.	They live in groups called teams, with six to nine animals in each group.
square's	1	The corner looked like a square's corner.	
squiggles	1	Lily made a colorful picture with dots and squiggles.	Lily made a colorful picture with dots and wiggly lines.
squinting	1	Then, you can play outside without squinting.	Then, you can play outside without closing your eyes a little.
squirted	1	It squirted a tiny puff of ink and swam away.	It shot out a tiny puff of ink and swam away.
squishing	1	It is made by squishing grapes and waiting for them to change.	It is made by pressing grapes and waiting for them to change.
sssssss	1	It sounds like sssssss.	
staffs	1	Big groups like an orchestra use a score with many staffs stacked together.	Big groups like an orchestra use a score with many lines stacked together.
stained	1	Stained glass in the catholic church is blue, red, and yellow.	Colored glass in the catholic church is blue, red, and yellow.
staircases	1	Machu Picchu has more than 150 buildings and over 100 staircases.	Machu Picchu has more than 150 buildings and over 100 sets of stairs.
stakes	1	The cloth is held up by sticks or poles and tied to the ground with ropes and little stakes.	The cloth is held up by sticks or poles and tied to the ground with ropes and little sticks.
stamford	1	Singapore was started as a trading place by a man named Stamford Raffles.	
standards	1	Standards make it easier for everyone to understand each other and stay safe.	Rules make it easier for everyone to understand each other and stay safe.
stanzas	1	A poem is made of lines, and groups of lines are called stanzas.	A poem is made of lines, and groups of lines are called parts.
staple	1	A bond, a paper clip, and a staple join two papers.	A bond, a paper clip, and a metal clip join two papers.
stapler	1	In a third-class lever, the push is in the middle, like a stapler.	In a third-class lever, the push is in the middle, like a paper clip tool.
staples	1	She staples the pages together to make a book.	She clips the pages together to make a book.
star-making	1	The Orion nebula is far away, but it is one of the closest star-making places to Earth.	The Orion nebula is far away, but it is one of the closest places where stars are made to Earth.
star-shaped	1	Lily found a star-shaped seed in her kitchen.	Lily found a seed shaped like a star in her kitchen.
starbucks	1	Big companies like Microsoft and Starbucks started there.	
starchy	1	Inside, it is soft and starchy, like a potato.	Inside, it is soft and like a potato.
stares	1	Yes, a tired baby rubs its eyes and stares without moving.	Yes, a tired baby rubs its eyes and looks without moving.
staring	1	We ask if the cold war was like a staring contest, and she says yes.	We ask if the cold war was like a looking contest, and she says yes.
staycation	1	That is called a staycation.	That is called a stay-at-home vacation.
steamboat's	1	First, you put wood into the steamboat's fire.	First, you put wood into the steam boat's fire.
steams	1	The really hot soup steams in the bowl.	The very hot soup has steam coming up from the bowl.
steeper	1	Mountains are bigger and steeper than hills.	Mountains are bigger and have steeper sides than hills.
steeply	1	The shelf ends where the ocean floor drops down steeply.	The shelf ends where the ocean floor goes down very fast.
stella	1	The artist Frank Stella painted wide stripes.	
step-step-pause	1	The music has a beat that goes step-step-pause.	The music has a beat that goes step, step, stop.
stepbrothers	1	You might get stepbrothers or stepsisters.	You might get new brothers or sisters from a parent's new marriage.
stepkids	1	Some families have stepkids or adopted kids.	Some families have kids from a parent's new marriage or kids they adopted.
steve	1	Later, some composers made music that repeats simple ideas over and over, like Steve Reich and Philip Glass.	
stevie	1	Stevie Wonder is a famous blind person.	
stika	1	The ones that believe in the Vedas are called stika, and the ones that do not are called nstika.	
stillness	1	Stillness is like being very still.	Stillness is like being very quiet and not moving.
stink	1	That is called a stink fight.	That is called a smelly fight.
stinks	1	Old trash stinks.	Old trash smells very bad.
stir-fried	1	Peas are used in salads and stir-fried dishes.	Peas are used in salads and dishes cooked quickly in a pan.
stir-fry	1	A salad and a stir-fry use many plants.	A salad and a quick-cooked dish use many plants.
stir-frying	1	That is called stir-frying.	That is called cooking food quickly in a pan while moving it around.
stitched	1	It has two button eyes and a stitched smile.	It has two button eyes and a smile made with thread.
stoker	1	A man named Bram Stoker wrote the story.	
stoppers	1	You can find it in bottle stoppers.	You can find it in bottle tops.
stopwatch	1	He timed it with a stopwatch.	He timed it with a special watch that can stop and start.
store-bought	1	Those are called store-bought medicines.	Those are called medicines you buy at a store.
storm's	1	A storm's wind can break a branch.	The wind from a storm can break a branch.
story's	1	The story's end was happy.	The end of the story was happy.
story-book	1	I found a story-book under the bed.	I found a book of stories under the bed.
story-reader	1	That is a story-reader for kids.	That is a person who reads stories for kids.
stovepipe	1	Abraham Lincoln wore a tall stovepipe hat.	
straightened	1	Then she straightened it to stand up tall.	Then she made it straight to stand up tall.
straightening	1	The dance has a move of bending and straightening the knees.	The dance has a move of bending and making the knees straight.
straightens	1	Last, you stand up and your hip straightens out.	Last, you stand up and your hip becomes straight.
straighter	1	It looks like a small horse but has longer ears and a straighter back.	It looks like a small horse but has longer ears and a back that is more straight.
strands	1	Algae grows in long, thin strands.	Algae grows in long, thin pieces like hair.
strange-looking	1	Some stories have very strange-looking aliens.	Some stories have aliens that look very odd.
stranger's	1	Never take a stranger's drug.	Never take medicine from someone you do not know.
strangest	1	Emma thought it was the strangest animal she had ever seen.	Emma thought it was the most strange animal she had ever seen.
stravinsky	1	Igor Stravinsky used old music with strange sounds.	
straw-colored	1	Its beak is straw-colored with black marks.	Its beak is light yellow with black marks.
stray	1	Tom would never touch a stray dog.	Tom would never touch a dog that has no home.
streaky	1	There are fluffy clouds and thin, streaky clouds.	There are fluffy clouds and thin, long clouds.
streamers	1	You might see it at a birthday with balloons and streamers.	You might see it at a birthday with balloons and long paper strips.
street's	1	The street's name is on a sign.	The name of the street is on a sign.
streetcars	1	Old trams are called historic streetcars.	Old trams are called old street trains.
strengths	1	Nuts come in different strengths to match the bolt.	Nuts come in different sizes to match the bolt.
stressed	1	When you feel stressed, you can take a break.	When you feel worried, you can take a break.
stride	1	A big step into the water is called a giant stride dive.	A big step into the water is called a giant step dive.
striders	1	Water striders can walk on top of the water.	Water bugs can walk on top of the water.
strikes	1	Then she strikes quick and catches her meal.	Then she hits quick and catches her food.
stripy	1	In South Africa, a big, stripy zebra eats grass.	In South Africa, a big zebra with stripes eats grass.
stroking	1	She kept stroking until the cat fell asleep.	She kept petting until the cat fell asleep.
structure's	1	This structure's door is red.	This building's door is red.
strumming	1	People play the lute by strumming the strings.	People play the lute by pulling the strings.
stub	1	If you stub your toe on a chair, it hurts.	If you hit your toe on a chair, it hurts.
student's	1	The student's pencil is yellow.	The pencil of the student is yellow.
stump	1	Decay is slow on the old tree stump.	Decay is slow on the old tree part left in the ground.
stumps	1	You can find it inside old tree stumps.	You can find it inside old tree parts left in the ground.
stung	1	My hand got a cut, and it stung a lot.	My hand got a cut, and it hurt a lot.
sturdy	1	A sturdy door stays shut.	A strong door stays shut.
stylus	1	Some touchscreens work with a special pen called a stylus.	Some touchscreens work with a special pen.
styx	1	The other moons are named Nix, Hydra, Kerberos, and Styx.	
su	1	Her name is Su.	
submersibles	1	Special boats called submersibles have gone to the bottom.	Special boats that go underwater have gone to the bottom.
subset	1	A part of a set is called a subset.	A part of a set is called a smaller set.
subshrubs	1	Small shrubs like lavender are called subshrubs.	Small bushes like lavender are called small woody plants.
substance's	1	The substance's color is bright red.	The color of the stuff is bright red.
succeed	1	You try to do hard things and see if you succeed.	You try to do hard things and see if you can do it.
suckers	1	It has eight long arms with little round suckers.	It has eight long arms with little round sticky parts.
sudanese	1	People from Sudan are called Sudanese.	
sudd	1	A long river called the White Nile runs through it and makes a huge wet, muddy place called the Sudd.	
suds	1	Soap makes bubbles called suds.	Soap makes bubbles.
suffer	1	It makes me sad to see people suffer.	It makes me sad to see people hurt.
sufficient	1	Enough and sufficient mean you have all you need.	Enough means you have all you need.
suffragettes	1	Brave women called suffragettes held protests so women could vote.	Brave women held protests so women could vote.
sufi	1	Sunni, Shia, and Sufi are parts of Islam.	
sulu	1	The islands are in the middle of the sea, with the Philippine Sea on one side and the Sulu Sea on the other.	
suluhu	1	The president is Samia Suluhu Hassan.	
sumer's	1	Sumer's rivers are named Tigris and Euphrates.	
sumerians	1	Well, we learn about the Sumerians.	
summit	1	The top of a mountain is called the summit.	The top of a mountain is called the peak.
sun-warmed	1	The sun-warmed metal is hot.	The metal warmed by the sun is hot.
sunbathe	1	Tom likes to watch her sunbathe on a rock.	Tom likes to watch her lie in the sun on a rock.
sunbeams	1	The gym windows let in long sunbeams in the morning.	The gym windows let in long lines of sunlight in the morning.
sunburned	1	If you forget sunscreen, your skin can get sunburned.	If you forget sunscreen, your skin can get red and sore from the sun.
sunbursts	1	It uses shapes like zigzags and sunbursts.	It uses shapes like zigzags and bursts of sun.
sunderland	1	Long ago, people built many ships in places like Glasgow and Sunderland.	
sungnyemun	1	Seoul also has old castles like Gyeongbokgung and a big door called Sungnyemun.	
sunspots	1	Sometimes you can see dark spots on the Sun called sunspots.	Sometimes you can see dark spots on the Sun.
super-hot	1	At the very middle is a super-hot ball called the core.	At the very middle is a very hot ball called the core.
superfood	1	Some people call it a superfood.	Some people call it a very healthy food.
supernova's	1	I try to remember the supernova's name.	I try to remember the name of the exploding star.
surname	1	A surname is a last name.	A surname is a family name.
surreal	1	Surreal art shows funny and odd ideas from our minds.	
surrealist	1	Surrealist artists painted dream-like pictures.	Artists painted dream-like pictures.
swiss	1	The Swiss Guards wear colorful uniforms and keep the Pope safe.	
swum	1	Some people have swum across the channel, but now it is not allowed.	
syndrome	1	Some disabilities are Down syndrome, autism, and not being able to learn as fast.	
syracuse	1	The state has other cities like Buffalo, Rochester, Syracuse, and Albany.	
syrian	1	There are different kinds of hamsters, like the Syrian hamster and the dwarf hamster.	
sz	1	Then, practice saying 'köszönöm' for thank you.	
ta	1	A long time ago, people called the Taíno lived there.	
ta-gore	1	You say it as Ra-bin-dra-nath Ta-gore.	
table's	1	The table's legs are strong.	The legs of the table are strong.
tabwemasana	1	The highest mountain is Mount Tabwemasana.	
tack	1	First, learn some words like 'hej' and 'tack'.	
tackling	1	Tackling means grabbing and making them fall.	Tackling means holding someone and pulling them down.
tagus	1	Lisbon sits next to a big river called the Tagus River.	
tahat	1	Algeria has mountains, and the highest one is Mount Tahat.	
tahitian	1	The people there speak French and Tahitian.	The people there speak French and a local language.
tahoe	1	The Great Lakes, Lake Tahoe, and Lake Baikal are all lakes.	
taino	1	Long ago, the Taino people lived there.	
talc	1	Even the powder in baby powder is made from a mineral called talc.	Even the powder in baby powder is made from a soft rock.
talk's	1	The talk's questions are not too hard.	The talk has easy questions.
talkers	1	These Navajo were called code talkers.	These Navajo were called secret talkers.
tallahassee	1	The capital is Tallahassee.	
tally	1	Numbers, dots on dice, and tally marks all show a number.	Numbers, dots on dice, and line marks all show a number.
tambourine	1	A tambourine jingles when you shake it.	A small drum with bells jingles when you shake it.
tamils	1	There are also Tamils, who speak Tamil and are Hindu, and Moors, who are Muslim.	
tampa	1	There are big cities like Miami, Orlando, and Tampa.	
tamu	1	It is called Tamu Massif.	
tanakh	1	It is also called the Tanakh.	
tang's	1	I remember Tang's laugh.	
tanzania's	1	Tanzania's flag has green, yellow, and black.	
taoiseach	1	The head of the government is called the Taoiseach.	
taoism's	1	Taoism's ideas are gentle.	
tap-tap-tap	1	It goes tap-tap-tap.	
tap-tap-tapping	1	You hear an engineer's hammer tap-tap-tapping on metal.	
taquile	1	Taquile island is famous for weaving and knitting.	
tarawa	1	The capital is called South Tarawa.	
tarik	1	People eat spicy noodles called laksa and drink a sweet tea called teh tarik.	
tarns	1	There are big lakes like Windermere and small ones called tarns.	There are big lakes like Windermere and small ones called little lakes.
taronga	1	You can see animals at Taronga Zoo.	
tartarus	1	Some of the Titans were sent to a dark, deep place called Tartarus.	
tassel	1	The top of maize has a tassel.	The top of maize has a fluffy part.
tate	1	Some famous kickboxers are Benny Urquidez and Andrew Tate.	
tatra	1	Slovakia has many mountains, especially the Tatra mountains with the highest peak called Gerlachov Peak.	
taurus	1	It is part of a bigger picture in the sky called Taurus, the bull.	
tavche	1	Last, you eat tasty food called tavche gravche.	
tax-man	1	The tax-man took our money.	The money man took our money.
taxation	1	They pay taxes but do not have a voting person in Congress, so their car license plates say 'Taxation Without Representation.'" The weather is hot and humid in summer, cool in winter, and mild in spring and fall.	They pay money to the government but do not have a voting person in Congress.
taxi's	1	The taxi's light is on.	
taximeter	1	Later, a machine called a taximeter was invented to measure how much the ride costs.	Later, a machine was made to measure how much the ride costs.
tea's	1	The tea's smell is nice.	
teas	1	Today, you can find it in teas, creams, or pills at a store.	Today, you can find it in drinks, creams, or pills at a store.
teats	1	Last, he gently pulls the teats to get the milk.	Last, he gently pulls the milk parts to get the milk.
techno	1	There are many kinds of electronic dance music, like house and techno.	There are many kinds of fast dance music.
teh	1	People eat spicy noodles called laksa and drink a sweet tea called teh tarik.	
teide	1	Tenerife has a very tall mountain called Teide, which is a volcano that has not erupted for more than 300 years.	
tel	1	Israel is a country, but Tel Aviv is a city.	
telemachus	1	Odysseus and his son Telemachus chase the bad men away.	
telescope's	1	The telescope's lens is very clear.	
temple's	1	This Mahayana temple's garden is so pretty.	This big church's garden is so pretty.
ten-headed	1	He learned how Rama fought a ten-headed monster.	He learned how Rama fought a monster with ten heads.
tenor	1	The highest voice is soprano, then alto, then tenor, then bass.	The highest voice is high girl voice, then low girl voice, then high boy voice, then low boy voice.
teresa	1	Mahatma Gandhi, Mother Teresa, and Martin Luther King Jr.	
tereza	1	You can ride an old tram to a neighborhood called Santa Tereza.	
thales	1	Some old Greek people, like Thales and Aristotle, were very interested in how things work.	
theodore	1	Abraham Lincoln and Theodore Roosevelt are on Mount Rushmore.	
theravada's	1	Theravada's teachings are very old.	
thespians	1	Today, actors are sometimes called 'thespians' because of him.	Today, actors are sometimes called 'players' because of him.
thespis	1	The first actor we know about was a Greek man named Thespis, who lived a very long time ago.	
thetis	1	His mother was a water fairy named Thetis.	
thimphu	1	The capital city is Thimphu.	
thing's	1	The tiny living thing's body is soft.	
third-class	1	In a third-class lever, the push is in the middle, like a stapler.	
third-degree	1	A third-degree burn is very bad and hurts all the way through the skin.	A very bad burn hurts all the way through the skin.
thirty-first	1	A year ends on December thirty-first.	
three-dollar	1	Is the three-dollar toy cheap?	
three-horned	1	Its name means 'three-horned face' because it had three horns on its head.	
three-leaf	1	I found a three-leaf clover.	
three-pointed	1	He carries a three-pointed spear called a trident.	He carries a spear with three points.
thrower	1	The thrower tries to hit a wooden thing called a wicket.	
thunderclap	1	Which is bigger, an earthquake or a thunderclap?	Which is bigger, an earthquake or a loud boom?
thunders	1	The local name for the falls means 'the smoke that thunders'.	The local name for the falls means 'the smoke that makes loud noise'.
thursdays	1	Tommy loves Thursdays because his mom makes pancakes.	
thylacine	1	The thylacine, a striped animal, used to live there but is gone now.	A striped animal used to live there but is gone now.
tibetans	1	Most of the people are Han Chinese, but there are also Tibetans and other groups.	
tic-tac-toe	1	She used it to make a game of tic-tac-toe.	
tick-tick	1	The kitchen has a clock that makes a tick-tick sound.	
tidier	1	People make folds when they want to make something smaller or tidier.	People make folds when they want to make something smaller or neater.
tidiest	1	Her mom says her room is the tidiest in the house.	Her mom says her room is the neatest in the house.
tierra	1	It sits at the very bottom of South America, near a cold, windy place called Tierra del Fuego.	
tigre	1	They speak different languages like Tigrinya and Tigre.	
tijuca	1	A big forest called Tijuca National Park is inside the city.	
tim's	1	Tim's mom also said thank you.	
tired-bird	1	A tired-bird sound came from the tree.	A tired bird sound came from the tree.
titania	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.	
toad's	1	A toad's back can be bumpy too.	
toasters	1	Mom has two toasters in the kitchen.	Mom has two bread cookers in the kitchen.
toasting	1	Rapping started from a Jamaican tradition called 'toasting'.	Rapping started from a Jamaican way of talking called 'toasting'.
tobacco	1	Farmers grow cotton, tobacco, peanuts, and peaches.	Farmers grow cotton, a plant for smoking, peanuts, and peaches.
togas	1	They wore long clothes called tunics and togas.	They wore long clothes called tunics and long wraps.
togetherness	1	A union is a kind of togetherness, like a family or a class.	A union is a kind of being together, like a family or a class.
toilet's	1	The toilet's seat is up.	
tojas	1	The highest hill is Aukštojas.	
tokyo's	1	Tokyo's trains are fast.	
tolkien	1	Tolkien used runes in his books about hobbits and elves.	
tolstoy's	1	This book is Leo Tolstoy's story.	
toothaches	1	Last, you brush your teeth every day to stop more toothaches.	Last, you brush your teeth every day to stop more tooth pain.
top-loading	1	A top-loading machine opens at the top.	
tore	1	The dog tore a page out.	
torricelli	1	The first barometer was made a long time ago by a man named Torricelli.	
tosh	1	Other singers are Peter Tosh, Jimmy Cliff, and Ziggy Marley.	
totem	1	A totem pole is a big wood carving outside.	
toubkal	1	The highest mountain in the Atlas is called Toubkal.	
touch-passing	1	That is how it moves, called touch-passing.	
touchable	1	Something invisible can still be real and touchable.	Something you cannot see can still be real and you can touch it.
toy-add	1	The toy-add game is easy.	
toyco	1	Okay, I will remember ToyCo.	
toyotomi	1	A man named Toyotomi Hideyoshi built a big castle there.	
trac	1	Long ago, two sisters named Trung Trac and Trung Nhi led a fight to chase away the Chinese ruler.	
translator	1	A person who does this is called a translator.	A person who does this is called a word changer.
transplant	1	That is called a transplant.	That is called moving a body part from one person to another.
transylvania	1	In the story, a man named Jonathan Harker goes to a faraway place called Transylvania to meet a rich man named Dracula.	
trapezoid	1	A trapezoid has one pair of sides that are parallel.	A trapezoid has one pair of sides that are the same distance apart.
trdeln	1	Last, you eat a sweet pastry called trdelník.	
treatments	1	Some treatments are drinking plant tea, putting tiny needles in skin, or using warm cups.	Some ways to help sick people are drinking plant tea, putting tiny needles in skin, or using warm cups.
